web-scraper-order,web-scraper-start-url,container,container-href,Price,Created_date,Phone,Engine,Gearbox,Mileage,Year,Color,Body_type,Fuel_type,Air_condition,Drive_type,Condition,Model,Location
"1667568782-2076","https://www.garirbazar.com/buy-cars","72016 Toyota AvanzaDhakaPriceBDT 265,000Mileage39,937 km1.5 L (LPG)AutomaticToyota Avenza (7 Seater)
Model- 2016
Registration-2016
Purchased brand new from Navana Limited
VVTI Engine- 1496 Cc
Mileage-39,937 k.m.
Tax token till December 2020
Fitness till December 2020
Dual Ac Chanel
Octane driven
Fully Auto Transmission
Good sound system
LCD display with back camera
All the routine servicing’s are from Navana 
Used mostly for school duty
Name transfer possible at anytime
Price- 26.50 Lac (Asking)
Don’t waste your time if you are not interested, if you are not around the price please scroll down the post, thank you
Location: Banani DOHS, Banani, Dhaka.
For more information feel free to call @01873278803
Posted about 2 years ago","https://www.garirbazar.com/en/vehicle_listings/ad-toyota-avanza-dhaka-dhaka-2604","BDT 265,000","October 31","+880130 250 1001","Engine1.5 L","GearboxAutomatic","Mileage39,937 km","Year2016","ColorRed","Body TypeSUV","Fuel TypeLPG","Air ConYes","Drive TypeRight","ConditionUsed","Toyota Avanza","Dhaka"
"1667568785-2077","https://www.garirbazar.com/buy-cars","52006 Toyota PradoDhakaPriceBDT 3,200Mileage66,000 kmN/A (Petrol)AutomaticToyota Prado suv in tiptop condition used by a business man now for sale due to financial issue below market price for emergency sale Posted almost 2 years ago","https://www.garirbazar.com/en/vehicle_listings/ad-toyota-prado-dhaka-dhaka-2608","BDT 3,200","November 05","+880130 250 1001","EngineN/A","GearboxAutomatic","Mileage66,000 km","Year2006","ColorWhite","Body Type4 Wheel Drives & SUVs","Fuel TypePetrol","Air ConYes","Drive TypeRight","ConditionUsed","Toyota Prado","Dhaka"
"1667568788-2078","https://www.garirbazar.com/buy-cars","61998 Toyota CoronaDhakaPriceNEGOTIABLEMileage94,000 km1 L (Petrol)AutomaticToyota corona premio model 1997.Reg-2003.serial 15. Colour silver. Cc 1560. Ali Auto back camera navigation DVD player with pioneer CD player, full fresh condition. No Have accident history. No need any work.  Paper update 2022...if you interested this car take this car check any automobile and any analysing Centre.Posted almost 2 years ago","https://www.garirbazar.com/en/vehicle_listings/ad-toyota-corona-dhaka-dhaka-2610","NEGOTIABLE","November 06","+880130 250 1001","Engine1 L","GearboxAutomatic","Mileage94,000 km","Year1998","ColorSilver","Body TypeSedan","Fuel TypePetrol","Air ConYes","Drive TypeRight","ConditionUsed","Toyota Corona","Dhaka"
"1667568790-2079","https://www.garirbazar.com/buy-cars","22003 Nissan nissan-modelDhakaPriceBDT 150,000Mileage86,000 kmN/A (Other)AutomaticNissan XTRIAL 2003 model car, SUV car, 85000 Km running and 2490 CC. Posted almost 2 years ago","https://www.garirbazar.com/en/vehicle_listings/ad-nissan-nissan-model-dhaka-dhaka-2615","BDT 150,000","November 11","+880130 250 1001","EngineN/A","GearboxAutomatic","Mileage86,000 km","Year2003","ColorGold","Body Type4 Wheel Drives & SUVs","Fuel TypeOther","Air ConYes","Drive TypeRight","ConditionUsed","Nissan nissan-model","Dhaka"
"1667568792-2080","https://www.garirbazar.com/buy-cars","7Toyota FielderDhakaPriceNEGOTIABLEMileage165,123 km10 L (Other)AutomaticToyota (Saloon) Fielder G model 2004
Registration 2008
Used Car for Sale
Seater 5 
1496 cc
Cylinder 4
tire size: 185/70r14
Length:Width:Hight: (4490+1690+1410)mm

Family used care for sale in Dhaka Cantonment; Call 01720084081 for visit the Car or any detailsPosted almost 2 years ago","https://www.garirbazar.com/en/vehicle_listings/ad-toyota-fielder-dhaka-dhaka-2619","NEGOTIABLE","November 18","+880130 250 1001","Engine10 L","GearboxAutomatic","Mileage165,123 km","YearN/A","ColorRed","Body TypeSaloon","Fuel TypeOther","Air ConYes","Drive TypeLeft","ConditionUsed","Toyota Fielder","Dhaka"
"1667568794-2081","https://www.garirbazar.com/buy-cars","31992 Toyota CoronaChattagamPriceNEGOTIABLEN/A (Diesel)Manual
Car Model Toyota Corona Salon 1992
Urgent tk dorkar tai sell krci
car full fresh....
dakhe nite parbn
for details contact  no: 01551085178Posted almost 2 years ago","https://www.garirbazar.com/en/vehicle_listings/ad-toyota-corona-chattagam-chattagam-2620","NEGOTIABLE","November 23","+880130 250 1001","EngineN/A","GearboxManual","Year1992","ColorOther","Body TypeSaloon","Fuel TypeDiesel","Air ConNo","Drive TypeRight","ConditionUsed","null","Toyota Corona","Chattagam"
"1667568797-2082","https://www.garirbazar.com/buy-cars","5Toyota CorollaDhakaPriceNEGOTIABLEN/A (Other)Automaticthis is toyota 100 se limited car.All option auto.All papers 15 days fail.Posted almost 2 years ago","https://www.garirbazar.com/en/vehicle_listings/ad-toyota-corolla-dhaka-dhaka-2625","NEGOTIABLE","December 05","+880130 250 1001","EngineN/A","GearboxAutomatic","YearN/A","ColorGrey","Body TypeSaloon","Fuel TypeOther","Air ConYes","Drive TypeRight","ConditionUsed","null","Toyota Corolla","Dhaka"
"1667568799-2083","https://www.garirbazar.com/buy-cars","61989 Toyota CorollaMoulvibazarPriceNEGOTIABLEMileage200,000 km1.3 L (LPG)ManualNo any single problem. Everything is okay. Just buy and drive. Paper is also updated.
For more information just contact: 01778187487Posted almost 2 years ago","https://www.garirbazar.com/en/vehicle_listings/ad-toyota-corolla-sylhet-moulvibazar-2626","NEGOTIABLE","December 08","+880130 250 1001","Engine1.3 L","GearboxManual","Mileage200,000 km","Year1989","ColorWhite","Body TypeHatchback & Station Wagons","Fuel TypeLPG","Air ConYes","Drive TypeRight","ConditionUsed","Toyota Corolla","Moulvibazar"
"1667568802-2084","https://www.garirbazar.com/buy-cars","142012 Honda CR-VDhakaPriceNEGOTIABLEMileage52,000 kmN/A (Petrol)AutomaticKeyless Entry
Push Button Start
Steering control (AC / Cruise / Audio / Phone / i-MID / Navi (available) 
iMID Display
Cruise Control
Leather Power Seat with variable Heating Option,
Sun/Moonroof - One-Touch Power with Tilt Feature
Reverse camera - Multi-Angle Rearview with Guidelines
Rear-Seat Centre Armrest
Dual-Stage, Multiple-Threshold Front Airbags (SRS)
Rear Window Defroster
IVTEC engine - 16-Valve DOHC i-VTEC®
No accident or touchup done ever, Just polished & maintainedPosted almost 2 years ago","https://www.garirbazar.com/en/vehicle_listings/ad-honda-cr-v-dhaka-dhaka-2627","NEGOTIABLE","December 10","+880130 250 1001","EngineN/A","GearboxAutomatic","Mileage52,000 km","Year2012","ColorBlack","Body Type4 Wheel Drives & SUVs","Fuel TypePetrol","Air ConYes","Drive TypeRight","ConditionUsed","Honda CR-V","Dhaka"
"1667568804-2085","https://www.garirbazar.com/buy-cars","52006 Toyota PremioDhakaPriceNEGOTIABLEMileage134,000 kmN/A (Other)AutomaticSelf driven by defense officer, tiptop condition, no  accident records, papers updated upto 2022. Price little negotiable. No brockers please. Posted almost 2 years ago","https://www.garirbazar.com/en/vehicle_listings/ad-toyota-premio-dhaka-dhaka-2629","NEGOTIABLE","December 11","+880130 250 1001","EngineN/A","GearboxAutomatic","Mileage134,000 km","Year2006","ColorSilver","Body TypeSedan","Fuel TypeOther","Air ConYes","Drive TypeRight","ConditionUsed","Toyota Premio","Dhaka"
"1667568807-2086","https://www.garirbazar.com/buy-cars","51993 Toyota StarletDhakaPriceBDT 300,000Mileage150,000 kmN/A (Petrol)Automatictoyota starlet 1993
soliel L
reg : 1997
papers all update 2021
phone : +880 1766-281433
call for price please Posted almost 2 years ago","https://www.garirbazar.com/en/vehicle_listings/ad-toyota-starlet-dhaka-dhaka-2630","BDT 300,000","December 13","+880130 250 1001","EngineN/A","GearboxAutomatic","Mileage150,000 km","Year1993","ColorBlue","Body TypeHatch","Fuel TypePetrol","Air ConYes","Drive TypeRight","ConditionUsed","Toyota Starlet","Dhaka"
"1667568809-2087","https://www.garirbazar.com/buy-cars","61996 Toyota CorollaDhakaPriceNEGOTIABLEMileage224,000 kmN/A (LPG)Automaticগাড়ির মডেল: Toyota Corolla 111
XE SALOON 
সম্পুর্ন রানিং গাড়ি,
লং এ চলে, 
গাড়ির কাগজ : All Ok,  in my name.
ট্রান্সমিশনঃ  All auto.
Back camea,
Audio, Video display, 
মডেল ইয়ার:1996
রেজিস্ট্রেশন সাল:2001
ফুয়েল টাইপ:   এল. পি. জি, অকটেন, ইঞ্জিন ক্ষমতা: ১৩৩১সিসি
কিলোমিটার চলেছে: ২২০০০০ কিমি,
মোবাইল---  +৮৮ ০১৮৪২৮২৪০১৮
Place -- Mirpur 10, C - Block.
Price....  5,25,000 taka only.

Don't miss the chance!Posted almost 2 years ago","https://www.garirbazar.com/en/vehicle_listings/ad-toyota-corolla-dhaka-dhaka-2632","NEGOTIABLE","December 14","+880130 250 1001","EngineN/A","GearboxAutomatic","Mileage224,000 km","Year1996","ColorBlue","Body TypeSaloon","Fuel TypeLPG","Air ConYes","Drive TypeRight","ConditionUsed","Toyota Corolla","Dhaka"
"1667568811-2088","https://www.garirbazar.com/buy-cars","42004 Nissan MarchDhakaPriceNEGOTIABLEMileage54,000 km2 L (Petrol)AutomaticThe car is in excellent condition with everything working perfectly including AC. All 4 tyres and battery are new.Posted almost 2 years ago","https://www.garirbazar.com/en/vehicle_listings/ad-nissan-march-dhaka-dhaka-2633","NEGOTIABLE","December 15","+880130 250 1001","Engine2 L","GearboxAutomatic","Mileage54,000 km","Year2004","ColorOrange","Body TypeHatch","Fuel TypePetrol","Air ConYes","Drive TypeRight","ConditionUsed","Nissan March","Dhaka"
"1667568814-2089","https://www.garirbazar.com/buy-cars","52012 Nissan X-TrailDhakaPriceNEGOTIABLEMileage115,460 kmN/A (Petrol)Automatic⚙️ Engine and transmission untouched
⚙️ Keyless auto start
⚙️ Projection HID headlights
⚙️ Power steering, doors and windows
⚙️ Top condition AC system
⚙️ Original steel alloy rims
⚙️ Original leather seats
⚙️ Original DVD player and electronics
Asking price: 24.50 lacs only (can be negotiated)Posted almost 2 years ago","https://www.garirbazar.com/en/vehicle_listings/ad-nissan-x-trail-dhaka-dhaka-2634","NEGOTIABLE","December 16","+880130 250 1001","EngineN/A","GearboxAutomatic","Mileage115,460 km","Year2012","ColorWhite","Body Type4 Wheel Drives & SUVs","Fuel TypePetrol","Air ConYes","Drive TypeRight","ConditionUsed","Nissan X-Trail","Dhaka"
"1667568816-2090","https://www.garirbazar.com/buy-cars","52011 Toyota AllionDhakaPriceNEGOTIABLEMileage50,000 km1.5 L (Petrol)AutomaticToyota Allion (Model - 2011). 
Price (Asking) - 18,00,000 Taka - NEGOTIABLE PRICE
Bought on March 2015 from Haq's Bay Dhaka.
Registration in March 2015. All Papers Updated till 2022.

Black Interior.
Push Start
Octane Driven.
Personally Driven - Never handled by Driver.
Fresh Engine Condition.

No Accidental History.
Used in Dhaka Cantonment.
Posted almost 2 years ago","https://www.garirbazar.com/en/vehicle_listings/ad-toyota-allion-dhaka-dhaka-2636","NEGOTIABLE","December 21","+880130 250 1001","Engine1.5 L","GearboxAutomatic","Mileage50,000 km","Year2011","ColorBlack","Body TypeSedan","Fuel TypePetrol","Air ConYes","Drive TypeRight","ConditionUsed","Toyota Allion","Dhaka"
"1667568819-2091","https://www.garirbazar.com/buy-cars","162014 Toyota AllionDhakaPriceBDT 2,100,000Mileage25,450 kmN/A (Petrol)AutomaticToyota Allion A15 2014
Registration Date- April 2019
Mileage- 25,400 km
Last Price- ৳21 lac (Fixed & Final)
CC- 1500
Papers information:
Fitness Expiry Date- Sep 2022
Tax Token Expiry Data- April 2021
Premium Comprehensive Insurance- Sep 2021
Vehicle Specifications:
Original factory paint
Auto Start/Stop function
Clear rear-view camera
HD Headlights
No modification or whatsoever was done
No Bodykit
Let me know whenever you feel like doing a test drive or just to look at the car. The car is in Uttara, SECTOR-4.Posted almost 2 years ago","https://www.garirbazar.com/en/vehicle_listings/ad-toyota-allion-dhaka-dhaka-2640","BDT 2,100,000","December 24","+880130 250 1001","EngineN/A","GearboxAutomatic","Mileage25,450 km","Year2014","ColorBlack","Body TypeSedan","Fuel TypePetrol","Air ConYes","Drive TypeRight","ConditionUsed","Toyota Allion","Dhaka"
"1667568821-2092","https://www.garirbazar.com/buy-cars","52020 Toyota CoronaChittagongPriceBDT 80,00010 L (LPG)Manualটয়োটা করোনা সেলন ১৯৯২
কোনো সমস্যা নাই।
চাকাও সব ভালো।
ইঞ্জিনের কোনো সমস্যা নাই।
দেখে নিতে পারবেন।
তবে ডকুমেন্ট ফেইল ৫ বছর।

লোকেশন: শরাফত উল্লাহ পেট্রোল পাম্প,চাঁন্দগাও।
ফোন: 01816372639

মূল্য ফিক্সডPosted almost 2 years ago","https://www.garirbazar.com/en/vehicle_listings/ad-toyota-corona-chittagong-chittagong-2641","BDT 80,000","December 25","+880130 250 1001","Engine10 L","GearboxManual","Year2020","ColorWhite","Body TypeSedan","Fuel TypeLPG","Air ConYes","Drive TypeRight","ConditionUsed","null","Toyota Corona","Chittagong"
"1667568824-2093","https://www.garirbazar.com/buy-cars","82005 Chery Sweet (QQ)DhakaPriceNEGOTIABLEMileage86,000 km0.8 L (Petrol)AutomaticCHERY QQ 2005 MODEL, REGISTRATION: 2012 
CALL: 01711873751, 01979033331
Super Fresh ,, Excellent cooling AC Perfomance. .  Tilt Power Steering, Disk Brake,Power Windows & Mirror,
ABS,Airbag,Central ,Tempered Glass, Alloy Rim With Tyre, All Power 
The car is very good. Smooth Engine, Spotless Interior and good exterior with original color, 840cc.First party Used by Army Officer . Very Limited .No need to do any work just buy and drive. No accident history or recorded, Spare tyre, Spare tools, , Up to dated papers, Name can be transferred any time. You may visit the car physically at *Z.SHIKDAR CAR CENTER*
If you want to check anything you can take this car to any automobile analyzing center.
Interested Buyer Are Encouraged to Contact us For More Details...Price: Negotiable OR Exchange Possible....
Z.SIKDER CAR CENTER
: H # C-17 , Block # ka & Kha, Section # 06( Behind Mirpur Shopping Center), Mirpur , Dhaka-1216.
Posted almost 2 years ago","https://www.garirbazar.com/en/vehicle_listings/ad-chery-sweet-qq-dhaka-dhaka-2646","NEGOTIABLE","December 29","+880130 250 1001","Engine0.8 L","GearboxAutomatic","Mileage86,000 km","Year2005","ColorYellow","Body TypeHatchback & Station Wagons","Fuel TypePetrol","Air ConYes","Drive TypeRight","ConditionUsed","Chery Sweet (QQ)","Dhaka"
"1667568827-2094","https://www.garirbazar.com/buy-cars","31990 Toyota CarinaDhakaPriceNEGOTIABLEMileage95,000 km1.5 L (Petrol)ManualCARINA MYROAD, MODEL 1990, REG 1996, VERY GOOD CONDITION   , NICE  INTERIOR, , ALLOY RIM & TYRE, SEAT COVER, ALL POWER, AC COOL.
DOCUMENT UP TO DATE....
PRICE: 290000
CONTACT : 01711873751,01979033331Posted almost 2 years ago","https://www.garirbazar.com/en/vehicle_listings/ad-toyota-carina-dhaka-dhaka-2649","NEGOTIABLE","January 04","+880130 250 1001","Engine1.5 L","GearboxManual","Mileage95,000 km","Year1990","ColorSilver","Body TypeSaloon","Fuel TypePetrol","Air ConYes","Drive TypeRight","ConditionUsed","Toyota Carina","Dhaka"
"1667568829-2095","https://www.garirbazar.com/buy-cars","52006 Toyota AxioDhakaPriceNEGOTIABLEMileage83,000 km1.5 L (Petrol)ManualAXIO 2006, REG 2009
CALL 01711873751, 01979033331
PRICE : 9,50,000 TK.
SUPER FRESH ,, EXCELLENT COOLING AC PERFOMANCE. . , TILT POWER STEERING, DISK BRAKE,POWER WINDOWS & MIRROR, BACK CAMERA , FHD MONITOR 
ABS,AIRBAG,CENTRAL ,TEMPERED GLASS, ALLOY RIM WITH TYRE, ALL POWER & FULL OPTION,
THE CAR IS VERY GOOD. SMOOTH ENGINE, SPOTLESS INTERIOR AND GOOD EXTERIOR. FAMILY USED . VERY LIMITED .NO NEED TO DO ANY WORK JUST BUY AND DRIVE. NO ACCIDENT HISTORY OR RECORDED, SPARE TYRE, SPARE TOOLS, , UP TO DATED PAPERS, NAME CAN BE TRANSFERRED ANY TIME. YOU MAY VISIT THE CAR PHYSICALLY AT *Z.SHIKDAR CAR CENTER*
IF YOU WANT TO CHECK ANYTHING YOU CAN TAKE THIS CAR TO ANY AUTOMOBILE ANALYZING CENTER.
INTERESTED BUYER ARE ENCOUARAGED TO CONTACT US FOR MORE DETAILS...PRICE NEGOTIABLE OR EXCHANGE POSSIBLE....
Z.SIKDER CAR CENTER
: H # C-17 , BLOCK # KA & KHA, SECTION # 06( BEHIND MIRPUR SHOPPING CENTER), MIRPUR , DHAKA-1216.
Posted almost 2 years ago","https://www.garirbazar.com/en/vehicle_listings/ad-toyota-axio-dhaka-dhaka-2650","NEGOTIABLE","January 04","+880130 250 1001","Engine1.5 L","GearboxManual","Mileage83,000 km","Year2006","ColorBlack","Body TypeSaloon","Fuel TypePetrol","Air ConYes","Drive TypeRight","ConditionUsed","Toyota Axio","Dhaka"
"1667568831-2096","https://www.garirbazar.com/buy-cars","82003 Toyota AllionDhakaPriceNEGOTIABLEMileage95,000 kmN/A (Other)ManualToyota Allion 2003 is up for sale!
Model: 2003
Registration: 10th April 2006
CC: 1500
Color: Maroon
Interior: Jet Black
Features:
*Black PU Leather Seats
*Two Keys with access control and alarm
*Black wooden interior
*Bluetooth enabled music system
*CNG converted (Cylinder tested as “Good” by Southern Automobiles)
*ODO: 95,000 kms
*Registered under my name so will assist swift name transfer
*No Accident History
*Family Car and never used for Uber or any rentals services
Purpose of Selling: Have multiple cars so saying goodbye to one.
Price: BDT 10, 60,000/= (Slightly-Negotiable)
You are requested to the interested buyer to see and drive the car in-person before negotiating.
Please feel free to contact me for any queries: 
 +8807676702880 (WhatsApp)
Location: Gulshan-2, Dhaka
Posted almost 2 years ago","https://www.garirbazar.com/en/vehicle_listings/ad-toyota-allion-dhaka-dhaka-2651","NEGOTIABLE","January 04","+880130 250 1001","EngineN/A","GearboxManual","Mileage95,000 km","Year2003","ColorMaroon","Body TypeSaloon","Fuel TypeOther","Air ConYes","Drive TypeRight","ConditionUsed","Toyota Allion","Dhaka"
